date,expiry,T,bates_v0,bates_kappa,bates_theta,bates_sigma_v,bates_rho,bates_lam,bates_muJ,bates_delta,bates_rmse,sabr_rmse,js_rmse
2025-10-03,2025-12-26,0.23,0.1449,0.9924,0.4816,1.3909,-0.1556,0.4999,-0.0001,0.0993,0.002576,0.002303,0.002309
2025-10-03,2026-03-27,0.4791,0.1486,1.0299,0.4263,1.1036,-0.135,0.4999,-0.0001,0.099,0.001791,0.001696,0.001697
2025-10-10,2025-12-26,0.2108,0.5198,7.935,0.0011,1.9993,-0.4812,0.4996,-0.0021,0.0962,0.021064,0.021159,0.021142
2025-10-10,2025-11-28,0.1342,0.1717,2.9396,0.3846,1.8507,-0.3838,0.4998,-0.0025,0.0965,0.022727,0.02294,0.022939
2025-10-10,2026-03-27,0.46,0.3582,8.0073,0.0908,0.0232,-0.0245,0.4953,-0.3311,0.0246,0.007099,0.007053,0.007039
2025-10-10,2025-10-24,0.0383,0.1311,8.0033,0.5328,0.0001,0.0193,0.5,-0.2,0.1,0.07658,0.051563,0.051563
2025-10-10,2025-10-31,0.0575,0.2013,8.0046,0.6723,2.0156,-0.999,0.4479,0.1777,0.0001,0.046901,0.049391,0.049252
2025-10-10,2025-10-17,0.0192,0.0121,7.9231,0.7002,1.1722,-0.8717,15.2393,-0.1309,0.1124,0.056926,0.081817,0.058361
2025-10-17,2025-10-24,0.0192,0.1517,7.9364,1.4088,3.4125,-0.6957,1.9833,-0.1444,0.1967,0.020992,0.033949,0.021053
2025-10-17,2025-10-31,0.0383,0.2501,8.0326,0.4623,4.4378,-0.5178,0.1754,0.2882,0.0001,0.011502,0.013725,0.01168
2025-10-17,2025-11-07,0.0575,0.1302,7.8263,0.5393,0.0001,-0.0506,0.5003,-0.2018,0.1009,0.026602,0.004388,0.004348
2025-10-17,2025-11-28,0.115,0.3834,7.9395,0.0008,2.5882,-0.2792,0.4998,-0.002,0.0976,0.004954,0.004938,0.00467
2025-10-17,2025-12-26,0.1916,0.5133,7.9475,0.0105,2.2222,-0.3278,0.4998,-0.0017,0.0977,0.004953,0.004779,0.00488
2025-10-17,2026-03-27,0.4408,0.3355,3.0252,0.1222,0.9265,-0.161,0.4999,-0.0001,0.0989,0.002588,0.003141,0.003125
2025-10-24,2025-12-26,0.1725,0.1853,2.9758,0.3627,1.7939,-0.2606,0.4998,-0.0019,0.0977,0.003582,0.003279,0.003283
2025-10-24,2026-03-27,0.4216,0.3196,3.0105,0.1073,0.9264,-0.2074,0.4999,-0.0001,0.0989,0.001832,0.001814,0.001306
2025-10-24,2025-11-28,0.0958,0.3069,7.8844,0.0012,2.6244,-0.2825,0.4998,-0.0024,0.0968,0.004585,0.004999,0.004344
2025-10-24,2025-11-07,0.0383,0.1111,7.9931,0.4097,0.9949,-0.9617,0.5479,-0.125,0.3915,0.006859,0.006114,0.005928
2025-10-24,2025-11-14,0.0575,0.083,7.9942,0.4308,1.1486,-0.6323,0.5396,-0.0903,0.3803,0.006353,0.008472,0.006268
2025-10-31,2025-11-07,0.0192,0.0069,8.1697,2.087,3.8447,-0.608,0.0382,0.6818,0.4188,0.025413,0.030891,0.024498
2025-10-31,2025-11-14,0.0383,0.0187,7.9669,1.2174,4.6085,-0.6193,0.3167,0.2182,0.0591,0.026755,0.027323,0.026514
2025-10-31,2025-11-21,0.0575,0.2363,7.9538,0.0214,2.589,-0.3603,0.4996,-0.0043,0.0961,0.004468,0.004247,0.004049
2025-10-31,2025-11-28,0.0767,0.137,7.533,0.0001,5.0,-0.0835,13.4269,-0.0855,0.0002,0.019504,0.022859,0.020556
2025-10-31,2025-12-26,0.1533,0.2615,1.9174,0.3057,4.9788,-0.999,4.5473,0.1317,0.0001,0.052705,0.060828,0.060828
2025-10-31,2026-01-30,0.2491,0.2531,2.8911,0.1906,1.7787,-0.2693,0.4998,-0.0011,0.0976,0.00171,0.001348,0.001355
2025-10-31,2026-03-27,0.4025,0.4218,2.9806,0.0001,1.4181,-0.224,0.4997,-0.001,0.0975,0.000629,0.000594,0.000594
2025-11-07,2025-12-26,0.1342,0.0064,8.4958,0.5269,3.5402,-0.3051,0.4973,-0.2172,0.0058,0.021601,0.021635,0.021634
2025-11-07,2026-01-30,0.23,0.0602,3.0126,0.5389,0.0004,-0.2669,0.4999,-0.0001,0.0993,0.004983,0.002155,0.002171
2025-11-07,2026-03-27,0.3833,0.3734,8.015,0.1342,0.0001,0.002,0.4992,-0.0519,0.0903,0.006859,0.002104,0.002108
2025-11-07,2025-11-28,0.0575,0.1448,7.8763,0.5535,5.0,-0.2981,0.4908,-0.154,0.0001,0.014633,0.013953,0.013953
2025-11-07,2025-11-14,0.0192,0.0492,0.5577,0.37,0.849,0.999,1.991,-2.0,0.9948,0.087475,0.149545,0.159921
2025-11-07,2025-11-21,0.0383,0.124,7.8437,0.8754,4.3628,-0.4774,0.0544,-0.2979,0.7708,0.007114,0.009054,0.00904
2025-11-14,2025-11-21,0.0192,0.2428,7.9947,0.421,4.4396,-0.3941,0.2008,0.2962,0.0001,0.02426,0.02867,0.024304
2025-11-14,2025-11-28,0.0383,0.0284,8.0116,1.4772,4.3004,-0.4025,0.0798,0.3876,0.0187,0.012838,0.015223,0.012856
2025-11-14,2025-12-05,0.0575,0.0009,7.8684,1.2606,4.9828,-0.3162,0.4949,-0.1005,0.008,0.0117,0.010485,0.010316
2025-11-14,2025-12-26,0.115,0.3257,7.9335,0.0849,2.4407,-0.3457,0.5044,0.1432,0.0001,0.013902,0.013745,0.013745
2025-11-14,2026-01-30,0.2108,0.5017,7.9659,0.0017,1.7715,-0.2482,0.4996,-0.0031,0.0961,0.005693,0.005629,0.005683
2025-11-14,2026-03-27,0.3641,0.2052,2.9472,0.3342,1.3783,-0.2681,0.4999,-0.0002,0.0988,0.00283,0.002796,0.002801
2025-11-21,2026-03-27,0.345,0.4208,2.9847,0.0016,0.8403,-0.5266,0.4942,0.0978,0.2517,0.002963,0.002922,0.002922
2025-11-21,2026-01-30,0.1916,0.18,7.9828,0.3509,1.3333,-0.6295,0.4993,0.0504,0.3017,0.006927,0.014728,0.006327
2025-11-21,2025-12-26,0.0958,0.5239,7.9824,0.0005,2.9164,-0.383,0.4998,-0.0014,0.0982,0.009161,0.009105,0.009104
2025-11-21,2025-12-05,0.0383,0.2505,8.0176,1.0891,3.7418,-0.708,0.8787,0.2189,0.0001,0.022075,0.022739,0.022739
2025-11-21,2025-11-28,0.0192,0.4383,0.1,0.0001,5.0,-0.4948,1.0582,-0.0066,0.2172,0.027415,0.030346,0.025539
2025-11-21,2025-12-12,0.0575,0.5076,7.8996,0.0004,4.5504,-0.3831,0.4999,-0.0011,0.0986,0.010674,0.010721,0.010746
2025-11-28,2025-12-05,0.0192,0.0874,7.9855,1.4144,4.5473,-0.5046,0.7073,0.0949,0.112,0.008959,0.019273,0.008809
2025-11-28,2025-12-12,0.0383,0.031,7.9465,1.4611,5.0,-0.4038,0.3033,0.206,0.0001,0.008135,0.007475,0.007719
2025-11-28,2025-12-19,0.0575,0.1707,7.9441,0.4037,2.6674,-0.5648,0.4694,0.2442,0.0005,0.003094,0.003866,0.003631
2025-11-28,2025-12-26,0.0767,0.0211,7.7782,0.9435,4.9373,-0.3072,0.4894,-0.1396,0.0001,0.010615,0.009662,0.009658
2025-11-28,2026-01-30,0.1725,0.0389,3.014,0.5255,0.0467,-0.0243,0.4926,-0.3834,0.5017,0.005,0.004515,0.004302
2025-11-28,2026-02-27,0.2491,0.108,2.9961,0.4844,0.4115,-0.5652,0.4999,-0.0001,0.0992,0.006264,0.003293,0.003215
2025-11-28,2026-03-27,0.3258,0.1955,2.9548,0.3486,1.3617,-0.3153,0.4998,-0.0014,0.0978,0.003423,0.003408,0.003411
2025-12-05,2026-02-27,0.23,0.0989,2.9773,0.3955,0.7638,-0.6839,0.5056,-0.0316,0.319,0.00333,0.00247,0.002359
2025-12-05,2026-03-27,0.3066,0.0755,3.0013,0.5023,0.9809,-0.4041,0.4999,-0.0002,0.0989,0.002936,0.000791,0.000786
2025-12-05,2026-01-30,0.1533,0.4325,7.9487,0.0027,2.2825,-0.4196,0.4998,-0.0015,0.0962,0.004514,0.004189,0.00419
2025-12-05,2025-12-12,0.0192,0.207,7.9976,0.0516,1.571,-0.2012,0.7518,-0.3689,0.432,0.009003,0.008986,0.006561
2025-12-05,2025-12-19,0.0383,0.0054,8.1937,1.7125,4.1878,-0.5228,0.2748,0.1596,0.1317,0.007762,0.008914,0.008792
2025-12-05,2025-12-26,0.0575,0.0001,8.1116,1.2522,4.8703,-0.3802,0.4993,-0.0032,0.0922,0.006616,0.005788,0.005456
2025-12-12,2025-12-19,0.0192,0.1645,8.0299,0.7719,3.9327,-0.5362,0.1743,0.2332,0.0011,0.01035,0.016055,0.009933
2025-12-12,2025-12-26,0.0383,0.0218,7.9764,1.2456,4.7228,-0.4313,0.4329,0.1329,0.1096,0.012454,0.011209,0.011189
2025-12-12,2026-01-02,0.0575,0.0759,7.9972,0.457,0.5439,-0.6501,0.5087,-0.2484,0.326,0.002346,0.002399,0.002486
2025-12-12,2026-01-30,0.1342,0.2051,2.9423,0.259,1.8931,-0.4021,0.4997,-0.003,0.0954,0.003308,0.002601,0.002601
2025-12-12,2026-02-27,0.2108,0.0801,3.0022,0.5093,0.9807,-0.322,0.4999,-0.0002,0.0991,0.004035,0.002538,0.002587
2025-12-12,2026-03-27,0.2875,0.5924,7.9115,0.0017,2.3416,-0.3232,0.4997,-0.0013,0.0966,0.001528,0.001548,0.001548
2025-12-19,2026-03-27,0.2683,0.3559,8.0051,0.1053,0.9414,-0.2786,0.4999,-0.0002,0.099,0.003027,0.00072,0.000743
2025-12-19,2026-02-27,0.1916,0.1074,2.9969,0.4903,0.3864,-0.5459,0.4999,-0.0001,0.0993,0.004627,0.002004,0.001968
2025-12-19,2026-01-30,0.115,0.3596,7.9361,0.001,2.4559,-0.3202,0.4998,-0.0022,0.0971,0.003658,0.00352,0.003649
2025-12-19,2026-01-02,0.0383,0.0154,8.0304,1.3707,4.6972,-0.4092,0.3717,0.1673,0.0984,0.004901,0.005693,0.005413
2025-12-19,2026-01-09,0.0575,0.0954,7.972,0.5369,0.0001,0.0092,0.4999,-0.0003,0.099,0.010403,0.004341,0.005077
2025-12-26,2026-01-02,0.0192,0.1054,7.9729,0.0125,1.1062,0.7571,0.8316,-0.48,0.4454,0.006457,0.015856,0.007351
2025-12-26,2026-01-09,0.0383,0.0015,7.8962,1.2639,4.8988,-0.3441,0.4987,-0.007,0.086,0.005205,0.005066,0.004266
2025-12-26,2026-01-16,0.0575,0.2117,7.988,0.0001,2.1556,-0.2872,0.4997,-0.0051,0.0977,0.005505,0.009095,0.005337
2025-12-26,2026-01-30,0.0958,0.0001,6.149,0.7808,3.5511,-0.2648,0.4981,-0.0122,0.0431,0.005131,0.004161,0.004157
2025-12-26,2026-02-27,0.1725,0.164,2.9905,0.274,1.5314,-0.2851,0.4998,-0.0031,0.097,0.003772,0.003742,0.003799
2025-12-26,2026-03-27,0.2491,0.2053,2.9396,0.1942,1.5761,-0.2886,0.4998,-0.0018,0.0977,0.001726,0.001815,0.001806
2026-01-02,2026-03-27,0.23,0.1129,2.9884,0.3878,1.2137,-0.1682,0.4999,-0.0002,0.0991,0.002015,0.002006,0.001913
2026-01-02,2026-06-26,0.4791,0.3215,3.0106,0.1019,0.9332,-0.2122,0.4999,-0.0001,0.0989,0.001165,0.001063,0.001121
2026-01-02,2026-02-27,0.1533,0.1746,2.9247,0.2756,1.6553,-0.2092,0.4998,-0.0023,0.0979,0.002337,0.002183,0.002307
2026-01-02,2026-01-09,0.0192,0.1024,7.9895,1.0417,4.1402,-0.0973,0.0696,0.421,0.0702,0.008451,0.041346,0.011753
2026-01-02,2026-01-23,0.0575,0.0614,7.9985,0.4819,1.0488,-0.0219,0.5258,-0.139,0.3106,0.004186,0.00705,0.007139
2026-01-02,2026-01-16,0.0383,0.17,7.9672,0.1875,2.7384,0.0038,0.4997,-0.0041,0.0966,0.004398,0.003492,0.002493
2026-01-02,2026-01-30,0.0767,0.0114,7.9081,0.7184,3.6652,-0.1384,0.4919,-0.1141,0.0001,0.003778,0.002981,0.00296
2026-01-09,2026-03-27,0.2108,0.1388,2.9507,0.333,1.3422,-0.198,0.4998,-0.0017,0.0979,0.007163,0.007162,0.007162
2026-01-09,2026-02-27,0.1342,0.1511,2.9634,0.3726,1.8386,-0.2518,0.4998,-0.0026,0.0974,0.002932,0.002835,0.002838
2026-01-09,2026-06-26,0.46,0.3341,3.0079,0.0894,0.9605,-0.2933,0.4999,-0.0001,0.0988,0.002612,0.002599,0.001955
2026-01-09,2026-01-23,0.0383,0.0034,7.9535,1.1976,4.8141,-0.2967,0.4994,-0.0078,0.0899,0.005089,0.005022,0.004499
2026-01-09,2026-01-16,0.0192,0.0293,8.071,1.5666,4.4366,-0.1604,0.2865,-0.3284,0.0001,0.008538,0.009135,0.008042
2026-01-09,2026-01-30,0.0575,0.0013,8.0224,0.8853,4.256,-0.2215,0.4946,-0.0625,0.0358,0.008814,0.007633,0.007633
2026-01-16,2026-01-23,0.0192,0.0038,8.0471,1.6469,3.8772,-0.1209,0.1372,-0.6333,0.4889,0.026025,0.02675,0.02601
2026-01-16,2026-01-30,0.0383,0.0035,7.9663,1.1139,4.8228,-0.2637,0.4892,-0.0663,0.0302,0.011248,0.00956,0.008491
2026-01-16,2026-02-06,0.0575,0.0775,3.003,0.5152,0.1667,0.1124,0.506,-0.2759,0.3276,0.003699,0.003986,0.00395
2026-01-16,2026-02-27,0.115,0.1164,2.9695,0.3963,1.6648,-0.2134,0.4997,-0.0034,0.0955,0.004439,0.004198,0.004225
2026-01-16,2026-03-27,0.1916,0.1372,2.9962,0.2886,1.4269,-0.2351,0.4998,-0.0021,0.0967,0.003143,0.002659,0.00266
2026-01-16,2026-06-26,0.4408,0.2521,8.0402,0.1707,0.2931,-0.9675,0.4999,-0.0001,0.0992,0.002996,0.002092,0.001952
2026-01-23,2026-03-27,0.1725,0.0618,1.0095,0.5131,0.0156,0.0484,0.5181,-0.3092,0.4318,0.003939,0.004298,0.00551
2026-01-23,2026-02-27,0.0958,0.1592,2.9169,0.1381,2.1551,-0.3161,0.4996,-0.0049,0.093,0.006084,0.00504,0.00504
2026-01-23,2026-06-26,0.4216,0.4177,7.9956,0.0937,0.4492,-0.5943,0.4999,-0.0001,0.0991,0.003164,0.002498,0.002509
2026-01-23,2026-02-06,0.0383,0.0001,3.6114,2.1904,3.873,-0.3646,0.009,-0.8457,1.4215,0.007537,0.01094,0.007829
2026-01-23,2026-02-13,0.0575,0.1419,2.9348,0.2219,2.4408,-0.299,0.4994,-0.008,0.0916,0.004729,0.004416,0.004658
2026-01-30,2026-02-06,0.0192,0.1692,8.0099,0.6907,4.3774,-0.4631,0.1414,0.2425,0.0001,0.012822,0.017722,0.013209
2026-01-30,2026-02-13,0.0383,0.0571,7.9809,1.1627,4.371,-0.5265,0.079,-0.3809,0.7079,0.010957,0.012458,0.012391
2026-01-30,2026-02-20,0.0575,0.2586,7.9354,0.0023,2.9237,-0.462,0.4994,-0.007,0.091,0.007497,0.007322,0.007599
2026-01-30,2026-02-27,0.0767,0.1413,7.9497,0.2804,2.4966,-0.4384,0.4921,-0.0048,0.2036,0.004731,0.006359,0.00459
2026-01-30,2026-03-27,0.1533,0.1976,2.9282,0.1974,1.8833,-0.3678,0.4998,-0.0017,0.0958,0.005527,0.005217,0.005217
2026-01-30,2026-04-24,0.23,0.2038,2.9343,0.1956,1.5834,-0.3242,0.4998,-0.0015,0.0971,0.003149,0.003088,0.003112
2026-01-30,2026-06-26,0.4025,0.6132,7.9392,0.0758,2.4124,-0.3264,0.4999,-0.0002,0.0988,0.002243,0.002204,0.002219
2026-02-06,2026-06-26,0.3833,0.3424,1.053,0.1486,0.5165,-0.999,0.4995,-0.0028,0.0953,0.008427,0.009058,0.008907
2026-02-06,2026-04-24,0.2108,0.4577,2.9775,0.0435,1.4851,-0.8233,0.4997,-0.0015,0.0975,0.022846,0.022698,0.022699
2026-02-06,2026-03-27,0.1342,0.0317,3.2562,2.2283,3.1824,-0.7541,0.4989,-0.0152,0.0519,0.019177,0.018452,0.018452
2026-02-06,2026-02-27,0.0575,0.6317,2.8335,0.0244,4.9681,-0.8825,5.8836,0.0997,0.0001,0.037362,0.040033,0.036608
2026-02-06,2026-02-13,0.0192,0.7461,7.9502,0.0001,5.0,-0.9586,1.8298,0.1574,0.0001,0.027219,0.028059,0.027649
2026-02-06,2026-02-20,0.0383,0.7331,7.524,0.0008,5.0,-0.9308,5.841,0.106,0.0001,0.024484,0.028148,0.029629
2026-02-13,2026-02-20,0.0192,0.1566,8.0775,2.2167,4.8136,-0.6953,0.3327,0.0936,0.1583,0.020735,0.036414,0.01961
2026-02-13,2026-02-27,0.0383,0.1999,8.0068,0.8726,4.325,-0.5056,0.1184,-0.2533,0.4911,0.012315,0.012897,0.012299
2026-02-13,2026-03-06,0.0575,0.1364,7.9039,0.5385,0.0001,0.1373,0.4995,-0.1989,0.0999,0.026173,0.006321,0.006321
2026-02-13,2026-03-27,0.115,0.434,7.9275,0.0006,2.4195,-0.4743,0.4997,-0.0026,0.0965,0.00311,0.003126,0.002789
2026-02-13,2026-04-24,0.1916,0.5021,7.9544,0.0007,2.0231,-0.3895,0.4997,-0.0016,0.0964,0.005847,0.005713,0.005714
2026-02-13,2026-06-26,0.3641,0.2503,2.9363,0.3051,1.5,-0.4159,0.4997,-0.0014,0.0971,0.001202,0.000989,0.000993
2026-02-20,2026-06-26,0.345,0.0773,3.0052,0.502,0.9856,-0.3358,0.4999,-0.0002,0.0988,0.001711,0.00157,0.001584
2026-02-20,2026-04-24,0.1725,0.4697,7.9372,0.034,2.6276,-0.3488,0.4998,-0.0012,0.0978,0.00192,0.001981,0.001885
2026-02-20,2026-03-27,0.0958,0.2322,8.0473,0.3557,3.3102,-0.3529,0.4998,-0.0019,0.0974,0.00474,0.004773,0.00472
2026-02-20,2026-03-06,0.0383,0.1854,7.9696,0.6546,3.1026,-0.5931,0.4136,0.2311,0.0797,0.003685,0.004596,0.004596
2026-02-20,2026-02-27,0.0192,0.2853,7.9829,0.0339,4.9643,-0.3977,0.569,-0.0802,0.2956,0.009676,0.029191,0.009943
2026-02-20,2026-03-13,0.0575,0.3405,7.9416,0.0046,3.3347,-0.3633,0.4997,-0.0029,0.0973,0.003367,0.002661,0.002017
2026-02-27,2026-03-06,0.0192,0.2786,7.9874,0.2141,4.6297,-0.5196,0.3246,0.18,0.1079,0.007859,0.013981,0.008068
2026-02-27,2026-03-13,0.0383,0.1438,8.0074,0.9823,3.7716,-0.5219,0.295,0.1831,0.1821,0.004692,0.005586,0.004638
2026-02-27,2026-03-20,0.0575,0.0895,7.7773,1.1606,4.9996,-0.4327,0.4997,-0.003,0.0967,0.005795,0.005351,0.005432
2026-02-27,2026-03-27,0.0767,0.3497,7.843,0.0026,4.6638,-0.4666,5.114,0.0924,0.0001,0.0064,0.007325,0.004942
2026-02-27,2026-04-24,0.1533,0.4558,7.9487,0.0184,2.4236,-0.4012,0.4998,-0.0018,0.0972,0.004178,0.004371,0.004194
2026-02-27,2026-05-29,0.2491,0.5915,7.968,0.0238,2.4972,-0.3225,0.4998,-0.0004,0.0981,0.002833,0.002818,0.00282
2026-02-27,2026-06-26,0.3258,0.0886,3.003,0.5089,0.9813,-0.3887,0.4999,-0.0002,0.0989,0.003976,0.002927,0.002929
2026-03-06,2026-06-26,0.3066,0.4477,2.9616,0.0001,1.4613,-0.3419,0.4998,-0.0013,0.0978,0.001862,0.001937,0.001937
2026-03-06,2026-05-29,0.23,0.4132,8.0,0.1173,0.2588,-0.999,0.4999,-0.0002,0.099,0.003685,0.002387,0.002953
2026-03-06,2026-04-24,0.1342,0.0895,7.9987,0.4697,0.568,-0.999,0.5041,-0.0411,0.3183,0.00288,0.005517,0.001667
2026-03-06,2026-03-20,0.0383,0.2804,7.9941,0.027,1.5852,-0.1753,0.5978,-0.3695,0.4853,0.003525,0.00409,0.00409
2026-03-06,2026-03-27,0.0575,0.4182,7.9585,0.0034,3.3071,-0.3844,0.4998,-0.0021,0.0967,0.007129,0.007201,0.007022
2026-03-13,2026-05-29,0.2108,0.5839,7.9824,0.0176,1.9819,-0.3671,0.4998,-0.001,0.0978,0.004427,0.00434,0.004343
2026-03-13,2026-03-20,0.0192,0.2629,8.003,0.6179,3.6787,-0.4604,0.0824,0.4279,0.1925,0.006882,0.010245,0.009737
2026-03-13,2026-03-27,0.0383,0.2279,7.9573,0.8846,5.0,-0.3682,0.4997,-0.0022,0.0979,0.009239,0.007093,0.00704
2026-03-13,2026-04-03,0.0575,0.3592,7.9704,0.0023,2.701,-0.3617,0.4998,-0.0026,0.0972,0.00134,0.001309,0.001709
2026-03-13,2026-04-24,0.115,0.0667,7.9367,0.7137,3.4543,-0.3488,0.4998,-0.0009,0.0972,0.003419,0.003058,0.003059
2026-03-13,2026-06-26,0.2875,0.4365,2.9547,0.0001,1.6544,-0.2793,0.4998,-0.0009,0.098,0.001839,0.001745,0.001749
