date,expiry,T,T_bucket,beta,sabr_rmse,js_rmse
2024-05-10,2024-09-27,0.3832991101984941,Long,1.0,0.001951819995037723,0.0019609101796187267
2026-02-06,2026-06-26,0.3832991101984941,Long,0.5,0.2822887446369731,0.22990995279676626
2026-02-06,2026-06-26,0.3832991101984941,Long,0.7,0.15319468362141567,0.09750831936373401
2026-02-06,2026-06-26,0.3832991101984941,Long,1.0,0.009058306139868987,0.00904802667111214
2024-03-01,2024-05-31,0.2491444216290212,Long,0.5,0.4831750779444728,0.04161478292403814
2024-03-01,2024-05-31,0.2491444216290212,Long,0.7,0.25374519129106043,0.07673970394446543
2024-03-01,2024-05-31,0.2491444216290212,Long,1.0,0.004668511314279408,0.004667970021936583
2024-08-30,2024-12-27,0.3258042436687201,Long,0.5,0.4102647265638184,0.10133557070120691
2024-08-30,2024-12-27,0.3258042436687201,Long,0.7,0.18366077268880956,0.0939928090886893
2024-08-30,2024-12-27,0.3258042436687201,Long,1.0,0.0027762019815189653,0.0027813329295762823
2024-03-01,2024-06-28,0.3258042436687201,Long,0.5,0.3789478611891446,0.11727112764335991
2024-03-01,2024-06-28,0.3258042436687201,Long,0.7,0.19450321177956464,0.09543744622173392
2024-03-01,2024-06-28,0.3258042436687201,Long,1.0,0.004703250775781482,0.004706578940021606
2025-09-19,2025-12-26,0.2683093771389459,Long,0.5,0.20710307832331473,0.05481437231782417
2025-09-19,2025-12-26,0.2683093771389459,Long,0.7,0.10723205579932166,0.05993045884231265
2025-09-19,2025-12-26,0.2683093771389459,Long,1.0,0.002446655150974768,0.0024502649883398685
2025-10-31,2026-01-30,0.2491444216290212,Long,0.5,0.29020994189019034,0.23834804885253416
2025-10-31,2026-01-30,0.2491444216290212,Long,0.7,0.14706974179304083,0.07322375985771042
2025-10-31,2026-01-30,0.2491444216290212,Long,1.0,0.0013478951023231944,0.001352902992808246
2025-05-23,2025-09-26,0.3449691991786447,Long,0.5,0.3109373608482944,0.10366725461562078
2025-05-23,2025-09-26,0.3449691991786447,Long,0.7,0.1388446033970824,0.07633385166838974
2025-05-23,2025-09-26,0.3449691991786447,Long,1.0,0.0024586415148910765,0.0024703281624862254
2024-01-05,2024-06-28,0.4791238877481177,Long,0.5,0.33661171763242304,0.060558256365092815
2024-01-05,2024-06-28,0.4791238877481177,Long,0.7,0.13961961860070862,0.07251394782584891
2024-01-05,2024-06-28,0.4791238877481177,Long,1.0,0.0029225633290204077,0.0029271831010197246
2025-05-30,2025-08-29,0.2491444216290212,Long,0.5,0.3113538891775918,0.035373955562543975
2025-05-30,2025-08-29,0.2491444216290212,Long,0.7,0.15327891055175982,0.07830546513307139
2025-05-30,2025-08-29,0.2491444216290212,Long,1.0,0.005644423031253284,0.0056466701616311845
2025-03-14,2025-06-27,0.2874743326488706,Long,0.5,0.31933377336719054,0.03963579774364529
2025-03-14,2025-06-27,0.2874743326488706,Long,0.7,0.15780694491857472,0.09215696475723366
2025-03-14,2025-06-27,0.2874743326488706,Long,1.0,0.001451418547886967,0.001467634552532247
2025-03-21,2025-06-27,0.2683093771389459,Long,0.5,0.3022862989557594,0.03447518806429409
2025-03-21,2025-06-27,0.2683093771389459,Long,0.7,0.14582782040397207,0.07617534934282161
2025-03-21,2025-06-27,0.2683093771389459,Long,1.0,0.002284642162388069,0.0022958641977703963
2024-03-08,2024-06-28,0.3066392881587953,Long,0.5,0.4011882732650631,0.37319735353822003
2024-03-08,2024-06-28,0.3066392881587953,Long,0.7,0.20692727436601932,0.11036016374086603
2024-03-08,2024-06-28,0.3066392881587953,Long,1.0,0.009165249999259016,0.00916753672166982
2024-09-13,2024-12-27,0.2874743326488706,Long,0.5,0.4497594553175226,0.14885738037952526
2024-09-13,2024-12-27,0.2874743326488706,Long,0.7,0.22211791563485156,0.07801253113351159
2024-09-13,2024-12-27,0.2874743326488706,Long,1.0,0.002886081446960005,0.0028903503339615323
